x	 y	 z	 vx	 vy	 vz	 [v]
-4.886380	 -2.264083	 -0.851442	 0.003251	 -0.005870	 -0.002595	 0.007194
-4.883129	 -2.269953	 -0.854037	 0.003260	 -0.005866	 -0.002593	 0.007195
-4.879869	 -2.275819	 -0.856631	 0.003269	 -0.005862	 -0.002592	 0.007195
-4.876599	 -2.281680	 -0.859222	 0.003278	 -0.005858	 -0.002590	 0.007195
-4.873322	 -2.287538	 -0.861813	 0.003287	 -0.005853	 -0.002589	 0.007195
-4.870035	 -2.293391	 -0.864401	 0.003296	 -0.005849	 -0.002587	 0.007195
-4.866739	 -2.299240	 -0.866989	 0.003305	 -0.005845	 -0.002586	 0.007195
-4.863434	 -2.305085	 -0.869574	 0.003313	 -0.005841	 -0.002584	 0.007195
-4.860121	 -2.310926	 -0.872158	 0.003322	 -0.005837	 -0.002582	 0.007195
-4.856799	 -2.316763	 -0.874741	 0.003331	 -0.005832	 -0.002581	 0.007195
-4.853467	 -2.322595	 -0.877321	 0.003340	 -0.005828	 -0.002579	 0.007196
-4.850127	 -2.328423	 -0.879901	 0.003349	 -0.005824	 -0.002578	 0.007196
-4.846778	 -2.334247	 -0.882478	 0.003358	 -0.005820	 -0.002576	 0.007196
-4.843421	 -2.340067	 -0.885054	 0.003367	 -0.005815	 -0.002574	 0.007196
-4.840054	 -2.345882	 -0.887629	 0.003376	 -0.005811	 -0.002573	 0.007196
-4.836679	 -2.351693	 -0.890201	 0.003384	 -0.005807	 -0.002571	 0.007196
-4.833294	 -2.357500	 -0.892772	 0.003393	 -0.005803	 -0.002570	 0.007196
-4.829901	 -2.363302	 -0.895342	 0.003402	 -0.005798	 -0.002568	 0.007196
-4.826499	 -2.369100	 -0.897910	 0.003411	 -0.005794	 -0.002566	 0.007196
-4.823088	 -2.374894	 -0.900476	 0.003420	 -0.005790	 -0.002565	 0.007197
-4.819668	 -2.380683	 -0.903041	 0.003428	 -0.005785	 -0.002563	 0.007197
-4.816240	 -2.386469	 -0.905604	 0.003437	 -0.005781	 -0.002561	 0.007197
-4.812803	 -2.392250	 -0.908165	 0.003446	 -0.005776	 -0.002560	 0.007197
-4.809357	 -2.398026	 -0.910725	 0.003455	 -0.005772	 -0.002558	 0.007197
-4.805902	 -2.403798	 -0.913283	 0.003464	 -0.005768	 -0.002556	 0.007197
-4.802438	 -2.409566	 -0.915839	 0.003472	 -0.005763	 -0.002555	 0.007197
-4.798966	 -2.415329	 -0.918394	 0.003481	 -0.005759	 -0.002553	 0.007197
-4.795485	 -2.421088	 -0.920947	 0.003490	 -0.005755	 -0.002551	 0.007197
-4.791995	 -2.426843	 -0.923498	 0.003499	 -0.005750	 -0.002550	 0.007198
-4.788496	 -2.432593	 -0.926048	 0.003508	 -0.005746	 -0.002548	 0.007198
-4.784988	 -2.438339	 -0.928596	 0.003516	 -0.005741	 -0.002546	 0.007198
-4.781472	 -2.444080	 -0.931142	 0.003525	 -0.005737	 -0.002545	 0.007198
-4.777947	 -2.449816	 -0.933687	 0.003534	 -0.005732	 -0.002543	 0.007198
-4.774414	 -2.455549	 -0.936229	 0.003542	 -0.005728	 -0.002541	 0.007198
-4.770871	 -2.461277	 -0.938771	 0.003551	 -0.005723	 -0.002539	 0.007198
-4.767320	 -2.467000	 -0.941310	 0.003560	 -0.005719	 -0.002538	 0.007198
-4.763760	 -2.472719	 -0.943848	 0.003569	 -0.005714	 -0.002536	 0.007199
-4.760191	 -2.478433	 -0.946384	 0.003577	 -0.005710	 -0.002534	 0.007199
-4.756614	 -2.484143	 -0.948918	 0.003586	 -0.005705	 -0.002533	 0.007199
-4.753028	 -2.489848	 -0.951451	 0.003595	 -0.005701	 -0.002531	 0.007199
-4.749433	 -2.495549	 -0.953981	 0.003603	 -0.005696	 -0.002529	 0.007199
-4.745830	 -2.501245	 -0.956510	 0.003612	 -0.005692	 -0.002527	 0.007199
-4.742218	 -2.506937	 -0.959038	 0.003621	 -0.005687	 -0.002526	 0.007199
-4.738597	 -2.512624	 -0.961563	 0.003629	 -0.005682	 -0.002524	 0.007200
-4.734967	 -2.518306	 -0.964087	 0.003638	 -0.005678	 -0.002522	 0.007200
-4.731329	 -2.523984	 -0.966609	 0.003647	 -0.005673	 -0.002520	 0.007200
-4.727682	 -2.529658	 -0.969130	 0.003655	 -0.005669	 -0.002519	 0.007200
-4.724027	 -2.535326	 -0.971648	 0.003664	 -0.005664	 -0.002517	 0.007200
-4.720363	 -2.540990	 -0.974165	 0.003673	 -0.005659	 -0.002515	 0.007200
-4.716690	 -2.546650	 -0.976680	 0.003681	 -0.005655	 -0.002513	 0.007200
-4.713009	 -2.552305	 -0.979193	 0.003690	 -0.005650	 -0.002511	 0.007200
-4.709319	 -2.557955	 -0.981705	 0.003699	 -0.005645	 -0.002510	 0.007201
-4.705620	 -2.563600	 -0.984214	 0.003707	 -0.005641	 -0.002508	 0.007201
-4.701912	 -2.569241	 -0.986722	 0.003716	 -0.005636	 -0.002506	 0.007201
-4.698196	 -2.574877	 -0.989228	 0.003724	 -0.005631	 -0.002504	 0.007201
-4.694472	 -2.580508	 -0.991732	 0.003733	 -0.005627	 -0.002502	 0.007201
-4.690739	 -2.586135	 -0.994235	 0.003742	 -0.005622	 -0.002501	 0.007201
-4.686997	 -2.591757	 -0.996735	 0.003750	 -0.005617	 -0.002499	 0.007201
-4.683247	 -2.597374	 -0.999234	 0.003759	 -0.005612	 -0.002497	 0.007202
-4.679488	 -2.602986	 -1.001731	 0.003767	 -0.005608	 -0.002495	 0.007202
-4.675720	 -2.608594	 -1.004226	 0.003776	 -0.005603	 -0.002493	 0.007202
-4.671944	 -2.614197	 -1.006719	 0.003785	 -0.005598	 -0.002491	 0.007202
-4.668159	 -2.619795	 -1.009211	 0.003793	 -0.005593	 -0.002490	 0.007202
-4.664366	 -2.625388	 -1.011701	 0.003802	 -0.005589	 -0.002488	 0.007202
-4.660564	 -2.630976	 -1.014188	 0.003810	 -0.005584	 -0.002486	 0.007202
-4.656754	 -2.636560	 -1.016674	 0.003819	 -0.005579	 -0.002484	 0.007203
-4.652936	 -2.642139	 -1.019158	 0.003827	 -0.005574	 -0.002482	 0.007203
-4.649108	 -2.647713	 -1.021640	 0.003836	 -0.005569	 -0.002480	 0.007203
-4.645273	 -2.653282	 -1.024121	 0.003844	 -0.005564	 -0.002478	 0.007203
-4.641428	 -2.658847	 -1.026599	 0.003853	 -0.005560	 -0.002477	 0.007203
-4.637576	 -2.664406	 -1.029076	 0.003861	 -0.005555	 -0.002475	 0.007203
